utteranceID,Group,Start,End,CPS_CONST_SharesU_Situation,CPS_CONST_SharesU_CorrectSolutions,CPS_CONST_SharesU_IncorrectSolutions,CPS_CONST_EstablishesCG_Confirms,CPS_CONST_EstablishesCG_Interrupts,CPS_NEG_Responds_Reasons,CPS_NEG_Responds_QuestionsOthers,CPS_NEG_Responds_Responds,CPS_NEG_MonitorsE_Results,CPS_NEG_MonitorsE_Strategizes,CPS_NEG_MonitorsE_Save,CPS_NEG_MonitorsE_GivingUp,CPS_MAINTAIN_Initiative_Suggestions,CPS_MAINTAIN_Initiative_Compliments,CPS_MAINTAIN_Initiative_Criticizes,CPS_MAINTAIN_FulfillsR_Support,CPS_MAINTAIN_FulfillsR_Apologizes,CPS_MAINTAIN_FulfillsR_InitiatesOffTopic,CPS_MAINTAIN_FulfillsR_JoinsOffTopic
Group_02_110,Group_02,513.15,518.4,,1,,,,,,,,,,,,,,,,,
Group_02_111,Group_02,513.15,515.18,,,,,,,,,,,,,,,,,,,
Group_02_112,Group_02,518.88,521.67,,1,,,,,,,,,,,,,,,,,
Group_02_113,Group_02,522,530.37,,,,,,,,,,,,,,,,,,,
Group_02_114,Group_02,524.42,530.37,,,,,,,,1,,,,,,,,,,,
Group_02_115,Group_02,527.5,528.95,1,,,,,,,,,,,,,,,,,,
Group_02_116,Group_02,536.82,543.24,,1,,,,,,,,,,,,,,,,,
Group_02_117,Group_02,543.33,546.12,,1,,,,1,,,,,,,,,,,1,,
Group_02_118,Group_02,548.13,548.52,,,,1,,,,,,,,,,,,,,,
Group_02_119,Group_02,549.5,550,,,,,,,,1,,,,,,,,,,,
Group_02_120,Group_02,549.75,550.71,,,,,,,,1,,,,,,,,,,,
Group_02_121,Group_02,555.15,557.19,,,,1,,,,,,,,,,,,,,,
Group_02_122,Group_02,557.43,560.52,1,,,,,,,,,,,,,,,,,,
Group_02_123,Group_02,561.12,563.42,1,,,,,,,,,,,,,,,,,,
Group_02_124,Group_02,524.42,566.28,,,,1,,,,,,,,,,,,,,,
Group_02_125,Group_02,567.03,569.85,,,,,,,,,,,,,,,,,,,
Group_02_126,Group_02,580.53,583.02,,1,,,,,,,,,,,,,,,,,
Group_02_127,Group_02,583.92,585.9,,,,,,,,1,,,,,,,,,,,
Group_02_128,Group_02,592.16,597.32,,1,,,1,,,,,,,,,,,,,,
Group_02_129,Group_02,590.79,591.33,,,,,,,,,,,,,,,,,,,
Group_02_130,Group_02,595,597.51,,,,1,1,,,,,,,,,,,,,,
Group_02_131,Group_02,598.75,602.55,,,,,,,,1,,,,,,,,,,,
Group_02_132,Group_02,597.9,599.5,,,,,,,,1,,,,,,,,,,,
Group_02_133,Group_02,602.91,604.98,,,,,,,,1,,,,,,,,,,,
Group_02_134,Group_02,607.98,612.63,,,,,,,,,,,,,,,,,,,
Group_02_135,Group_02,612.75,614.73,,,,,,,,,,,,,,,,,,,
Group_02_136,Group_02,616.02,618,,,,,,,,,,,,,,,,,,,
Group_02_137,Group_02,623.01,624.9,,1,,,1,,,,,,,,,,,,,,
Group_02_138,Group_02,619.95,623.34,,,,,,,,,,,,,,,,,,,
Group_02_139,Group_02,625.26,629.07,1,,,,,1,,,,,,,,,,,,,
Group_02_140,Group_02,629.67,632.49,,,,,,1,,,,,,,,,,,,,
Group_02_141,Group_02,629.58,630.03,,,,,1,,,1,,,,,,,,,,,
Group_02_142,Group_02,637.71,639.99,,,,,,,,,1,,,,,,,,,,
Group_02_143,Group_02,640.29,642.9,,,,,,,,,1,,,,,,,,,,
Group_02_144,Group_02,644.79,647.37,,,,,,,,,,,,,,,,,,,
Group_02_145,Group_02,647.49,649.47,,,,,,,,,,,,,,,,,,,
Group_02_146,Group_02,649.98,655.71,,,,,,,,,1,,,,,,,,,,
Group_02_147,Group_02,655.86,661.77,,,,,,,,,1,,,,,,,,,,
Group_02_148,Group_02,656.5,658.58,,,,,1,,,,1,,,,,,,,,,
Group_02_149,Group_02,664.32,666.3,,,,,,,,,,,,,,,,,,,
Group_02_150,Group_02,673.68,676.8,,1,,,,,,,,,,,,,,,,,
Group_02_151,Group_02,677.25,680.28,,,,,,,,,,,,,,,,,,,
Group_02_152,Group_02,680.52,684.83,,,,,,1,,,,,,,,,,,,,
Group_02_153,Group_02,682.33,683.66,,,,,,,,1,,,,,,,,,,,
Group_02_154,Group_02,684.83,686.01,,,,1,,,,,,,,,,,,,,,
Group_02_155,Group_02,686.58,689.04,,,,,,,,1,,,,,,,,,,,
Group_02_156,Group_02,689.13,690.47,,,,,,,,1,,,,,,,,,,,
Group_02_157,Group_02,689.58,671.17,,,,,1,,,1,,,,,,,,,,,
Group_02_158,Group_02,691.9,692.04,,,,,,,,,,,,,,,,,,,
Group_02_159,Group_02,694.74,696.72,,,,,,,,,,,,,,,,,,,
Group_02_160,Group_02,697.05,698.25,,,,,,,,,,,,,,,,,,,
Group_02_161,Group_02,697.5,700.29,,,,1,1,,,,,,,,,,,,,,
Group_02_162,Group_02,708.83,715.11,,,,,,,,,,,,,,,,,,,
Group_02_163,Group_02,715.23,719.25,,,,,,,,,,,,,,,,,,,
Group_02_164,Group_02,726.81,730.89,,1,,1,,1,,,,,,,,,,,,,
Group_02_165,Group_02,731.43,733.44,,,,,1,,,1,,,,,,,,,,,
Group_02_166,Group_02,733.56,737.28,,,,,,1,,,,,,,,,,,,,
Group_02_167,Group_02,741.39,747.66,,,,,,1,,,,,,,,,,,,,
Group_02_168,Group_02,747.78,753.15,,,,,,1,,,,,,,,,,,,,
Group_02_169,Group_02,760.68,763.32,,,,1,,,,,,,,,,,,,,,
Group_02_170,Group_02,763.77,765.75,,,,1,,,,,,,,,,,,,,,
Group_02_171,Group_02,765.96,772.68,,,,,,,,,,,,,,,,1,,,
Group_02_172,Group_02,772.95,775.05,,,,,,,,,,,,,,,,1,,,
Group_02_173,Group_02,775.65,781.08,,,,,,,,,,,,,,,,1,,,
Group_02_174,Group_02,777.95,778.5,,,,,1,,,1,,,,,,,,,,,
Group_02_175,Group_02,777.83,778.5,,,,,1,,,1,,,,,,,,,,,
Group_02_176,Group_02,783.27,785.49,,,,,,,,,,,,,,,,,,,
Group_02_177,Group_02,784.33,784.84,,,,,,,,,,,,,,,,,,,
Group_02_178,Group_02,785.42,786.66,,,,,,,,,,,,,,,,,,,
Group_02_179,Group_02,801.27,801.92,,,,,,,,,,,,,,,,,,,
Group_02_180,Group_02,801.75,803.25,,,,,,,,,,,,,,1,,,,,
Group_03_0,Group_03,11.82,27.57,,,,,,,,,,,,,,,,,,,
Group_03_1,Group_03,28.2,32.67,,,,,,,,,,,,,,,,,,,
Group_03_2,Group_03,33.39,38.04,,,,,,,,,,,,,,,,,,,
Group_03_3,Group_03,38.76,42.57,,,,,,,,,,,,,,,,,,,
Group_03_4,Group_03,43.68,46.5,,,,,,,,,,,,,,,,,,,
Group_03_5,Group_03,46.86,50.43,,,,,,,,,,,,,,,,,,,
Group_03_6,Group_03,51,58.38,,,,,,,,,,,,,,,,,,,
Group_03_7,Group_03,58.44,60.57,,,,,,,,,,,,,,,,,,,
Group_03_8,Group_03,61.35,64.23,,,,,,,,,,,,,,,,,,,
Group_03_9,Group_03,64.26,75.69,,,,,,,,,,,,,,,,,,,
Group_03_10,Group_03,77.91,80.37,,,,,,,,,,,,,,,,,,,
Group_03_11,Group_03,80.55,86.25,,,,,,,,,,,,,,,,,,,
Group_03_12,Group_03,86.43,87.67,,1,,,,,,,,,,,,,,,,,
Group_03_13,Group_03,88.25,89.4,,,,,,,,1,,,,,,,,,,,
Group_03_14,Group_03,112.41,114.39,,,,,,,,,,,,,1,,,,,,
Group_03_15,Group_03,116.13,118.17,,,,,,,,,1,,,,,,,,,,
Group_03_16,Group_03,144.5,147.27,,,,,1,,,1,,,,,,,,,,,
Group_03_17,Group_03,142.38,145.07,,,,,,,,1,,,,,,,,,,,
Group_03_18,Group_03,148.62,150.2,,,,,,,,,,,,,,,,,,,
Group_03_19,Group_03,148.62,149.75,,,,,,,,,,,,,,,,,,,
Group_03_20,Group_03,149.24,150.25,,,,,,,,,,,,,,,,,,,
Group_03_21,Group_03,151.25,152.4,,,,,,,,,,,,,,,,,,,
Group_03_22,Group_03,152.43,155.22,,,,,,,,,,,,,,,,,,,
Group_03_23,Group_03,160.57,162,,,,,,,,,,,,,,,,,,,
Group_03_24,Group_03,159.15,160.56,,,,,,,,,,,,,,,,,,,
Group_03_25,Group_03,162.4,165.36,,,,1,,,,,,,,,,,,,,,
Group_03_26,Group_03,165.45,167.82,,,,1,,,,,,,,,,,,,,,
Group_03_27,Group_03,165.45,165.67,,,,,,,,1,,,,,,,,,,,
Group_03_28,Group_03,168.99,171.72,,1,,,,,,,,,,,,,,,,,
Group_03_29,Group_03,186.96,192.42,1,,,,,,,,,,,,,,,,,,
Group_03_30,Group_03,214.42,219.93,,,,,1,,,1,,,,,,,,,,,
Group_03_31,Group_03,212.13,214.16,,,,,,,,,1,,,,,,,,,,
Group_03_32,Group_03,219.96,226.53,,1,,,,,,,,,,,,,,,,,
Group_03_33,Group_03,219.91,224.42,,,,,1,,,,,,,,1,,,,,,
Group_03_34,Group_03,232.32,235.65,,,,,,,,,,,,,,1,,,,,
Group_03_35,Group_03,236.34,238.32,,,,,,,,,,,,,,,,,,,
Group_03_36,Group_03,238.47,240.45,,,,,,,,,,,,,,,,1,,,
Group_03_37,Group_03,241.8,243.42,,,,1,,,,,,,,,,,,,,,
Group_03_38,Group_03,243.66,246,,,,,,,,,,,,,1,,,,,,
Group_03_39,Group_03,246.36,247.42,,,,,,,,1,,,,,,,,,,,
Group_03_40,Group_03,246.36,250.86,,,,,,,,1,,,,,,,,,,,
Group_03_41,Group_03,248.5,250.25,,,,,,,,1,,,,,,,,,,,
Group_03_42,Group_03,251.49,253.47,,,,,,,,,,,,,,,,,,,
Group_03_43,Group_03,254.04,264.18,,,,,,,,,1,,,,,,,1,,,
Group_03_44,Group_03,264.21,266.16,,,,1,,,,,,,,,,,,,,,
Group_03_45,Group_03,265.65,268.29,,,,,,,,1,,,,,,,,,,,
Group_03_46,Group_03,269.35,272.58,,,,,1,,,,,,,,,,,,,,
Group_03_47,Group_03,274.95,277.05,,,,,,,,1,,,,,,,,,,,
Group_03_48,Group_03,277.53,279.75,,,,,,,,,,,,,,,,,,,
Group_03_49,Group_03,277.92,281.43,,,,,1,,,,1,,,,,,,,,,
Group_03_50,Group_03,285.18,287.82,,,,,,,,,1,,,,,,,,,,
Group_03_51,Group_03,288.93,294.3,,,,,,,,,,,,,1,,,,,,
Group_03_52,Group_03,298.35,300.96,,,,,,,1,,,,,,,,,,,,
Group_03_53,Group_03,295.29,298,,1,,,,,,,,,,,,,,,,,
Group_03_54,Group_03,302.91,305.34,,,,,,1,,,,,,,,,,,,,
Group_03_55,Group_03,305.46,309.58,,,,1,,,,,,,,,,,,,,,
Group_03_56,Group_03,309.08,310.8,,,,,1,,,1,,,,,,,,,,,
Group_03_57,Group_03,314.1,315.58,,,,,,,,,1,,,,,,,,,,
Group_03_58,Group_03,316.41,317.43,,,,,1,,,,,,,,,,,,,,
Group_03_59,Group_03,318.6,320.58,,,,,,,,,,,,,,,,,,,
Group_03_60,Group_03,326.85,330.69,,1,,,,1,,,,,,,,,,,,,
Group_03_61,Group_03,331.05,333.57,,,,,,1,,,,,,,,,,,,,
Group_03_62,Group_03,336.06,338.42,,,,,,,,,1,,,,,,,,,,
Group_03_63,Group_03,337.33,341.55,,,,,1,,,,,,,,,,,1,,,
Group_03_64,Group_03,344.01,348.36,,,,,,,,,1,,,,,,,,,,
Group_03_65,Group_03,345.75,347.42,,,,,1,,1,,,,,,,,,,,,
Group_03_66,Group_03,356.19,359.46,,,,1,,,,,,,,,,,,,,,
Group_03_67,Group_03,359.91,362.94,,,,,,,,1,,,,,,,,,,,
Group_03_68,Group_03,366.06,371.16,,,,,,,,,1,,,,,,,,,,
Group_03_69,Group_03,371.49,378.24,,,,,,1,,,,,,,,,,1,,,
Group_03_70,Group_03,378.27,380.25,,,,,,,,,,,,,,,,,,,
Group_03_71,Group_03,396.69,404.73,,,,1,,1,,,,,,,,,,,,,
Group_03_72,Group_03,399.16,402.03,,,,,1,,,,,,,,,,,,,,
Group_03_73,Group_03,400.01,400.5,,,,,1,,,,,,,,,,,,,,
Group_03_74,Group_03,405.48,407.64,,,,,,1,,,,,,,,,,,,,
Group_03_75,Group_03,408.93,411.03,,,,1,,,,,,,,,,,,,,,
Group_03_76,Group_03,413.94,415.92,,,,,,,,,,,,,,,,,,,
Group_03_77,Group_03,427.92,430.44,,,,1,,,,,,,,,,,,,,,
Group_03_78,Group_03,432.25,433.84,,,,,,,,1,,,,,,,,,,,
Group_03_79,Group_03,431.58,435.75,,,,,,,,1,,,,,,,,,,,
Group_03_80,Group_03,435.78,440.73,,,,,,,,,,,,,,,,,,,
Group_03_81,Group_03,435.78,447.87,1,,,,,,,,,,,,,,,,,,
Group_03_82,Group_03,444.78,445.75,,,,1,,,,,,,,,,,,,,,
Group_03_83,Group_03,450.33,451.5,,,,,,,,,,,,,,,,,,,
Group_03_84,Group_03,451.65,452,,,,,,,,1,,,,,,,,,,,
Group_03_85,Group_03,452.33,453.93,,,,,,,,1,,,,,,,,,,,
Group_03_86,Group_03,461.81,466.8,,,,1,,,,,,,,,,,,,,,
Group_03_87,Group_03,459.84,461.08,,,,,,,,,,,,,,,,,,,
Group_03_88,Group_03,469.65,473.16,,,,,,,,,1,,,,,,,,,,
Group_03_89,Group_03,479.75,489.87,,,,,,,,,,,,,,,,,,,
Group_03_90,Group_03,473.7,477.58,,,,,,,,,1,,,,,,,,,,
Group_03_91,Group_03,485.58,486.66,1,,,,,,,,,,,,,,,,,,
Group_03_92,Group_03,490.23,492.21,,,,,,,,,,,,,,,,,,,
Group_03_93,Group_03,497.58,500.34,,,,,,,,,1,,,,,,,,,,
Group_03_94,Group_03,518.79,522.48,,,,,,,,,,,,,1,,,,,,
Group_03_95,Group_03,522.84,524.82,,,,,,,,,,,,,,,,,,,
Group_03_96,Group_03,532.53,536.73,,,,,,,,,1,,,,,,,,,,
Group_03_97,Group_03,537.54,539.52,,,,,,,,,,,,,,,,,,,
Group_03_98,Group_03,541.83,547.11,,1,,,,,,,,,,,,,,,,,
Group_03_99,Group_03,548.37,559.95,1,,1,,,,,,,,,,,,,,,,
Group_03_100,Group_03,553,553.82,,,,,,,,,,,,,,,,,,,
Group_03_101,Group_03,567.39,569.61,,1,,,,,,,,,,,,,,,,,
Group_03_102,Group_03,570.91,574.89,,,,,,,,,,,,,,,,1,,,
Group_03_103,Group_03,569.88,570.75,,,,,,,,,,,,,,,,1,,,
Group_03_104,Group_03,576.3,581.25,,,,,,1,,,,,,,,,,,,,
Group_03_105,Group_03,581.31,583.86,,,,,,,,,,,,,,,,1,,,
Group_03_106,Group_03,587.04,590.67,,,,,,,,,,,,,1,,,,,,
Group_03_107,Group_03,589.42,590.67,,,,,1,,,1,,,,,,,,,,,
Group_03_108,Group_03,591.45,596.94,,,,1,,,,,,,,,,,,,,,
Group_03_109,Group_03,594.17,596.94,,,,,,,,1,,,,,,,,,,,
Group_03_110,Group_03,599.13,601.83,,,,,,,,,1,,,,,,,,,,
Group_03_111,Group_03,609.12,612.06,,,,,,,,,,,,,,,,1,,,
Group_03_112,Group_03,616.05,621,,1,,,,,,,,,,,,,,1,,,
Group_03_113,Group_03,621.09,631.11,,1,,,,,,,,,,,,,,1,,,
Group_03_114,Group_03,632.55,634.83,,,,,,,,,1,,,,,,,,,,
Group_03_115,Group_03,635.58,638.4,,,,,,,,,,,,,,,,1,,,
Group_03_116,Group_03,643.5,645.41,,,,,,,,,,,,,1,,,,,,
Group_03_117,Group_03,643.66,648.78,,,,,,,,,1,,,,,,,,,,
Group_03_118,Group_03,648.96,652.58,,,,,,1,,,,,,,,,,,,,
Group_03_119,Group_03,651.25,654,,,,,1,,,,1,,,,,,,,,,
Group_03_120,Group_03,654.33,656.16,,,,1,,,,,,,,,,,,,,,
Group_03_121,Group_03,654.18,654.35,,,,,,,,1,,,,,,,,,,,
Group_03_122,Group_03,657.24,664.5,,,,,,,,,,,,,,1,,,,,
Group_03_123,Group_03,660.83,664.5,,,,,,,,,,,,,,1,,,,,
Group_03_124,Group_03,669.27,671.25,,,,,,,,,,,,,1,,,,,,
Group_03_125,Group_03,674.82,677.82,,,,,,,,,1,,,,,,,,,,
Group_03_126,Group_03,678.12,683.79,,,,,,,,,1,,,,,,,,,,
Group_03_127,Group_03,683.94,685.92,,,,,,,,1,,,,,,,,,,,
Group_03_128,Group_03,689.1,691.08,,,,,,,,,,,,,1,,,,,,
Group_03_129,Group_03,692.01,693.99,,,,,,,,,1,,,,,,,,,,
Group_03_130,Group_03,694.62,696.6,,,,,,,,,1,,,,,,,,,,
Group_03_131,Group_03,697.47,708.48,,,,,,,,,,,,,,1,,,,,
Group_03_132,Group_03,700.75,745.01,,,,,1,,,,,,,,,1,,,,,
Group_03_133,Group_03,708.99,710.97,,,,,,,,,,,,,,,,,,,
Group_03_134,Group_03,713.04,720.99,,,,,,,,,1,,,,,,,,,,
Group_03_135,Group_03,714.42,715.42,,,,,,,,,,,,,,,,,,,
Group_03_136,Group_03,717.08,718.17,,,,,,,1,,,,,,,,,,,,
Group_03_137,Group_03,721.26,726.18,,,1,,,,,,,,,,1,,,,,,
Group_03_138,Group_03,727.29,730.17,,,,,,,,,,,,,1,,,,,,
Group_03_139,Group_03,731.37,734.1,,,,,,,1,,,,,,,,,,,,
Group_03_140,Group_03,738.66,741.42,,,,1,1,,,,,,,,,,,,,,
Group_03_141,Group_03,737.88,742.59,,,,,,,1,,,,,,,,,,,,
Group_03_142,Group_03,755.07,757.98,,,,,,,,,,,,,,,,,,,
Group_03_143,Group_03,771.17,777.81,,,,,1,,,,,,,,,,,,,,
Group_03_144,Group_03,769.05,772.84,,,,,,,,,,,,,,,,1,,,
Group_03_145,Group_03,786.87,790.86,,,,,,,,,1,,,,,,,,,,
Group_03_146,Group_03,792.92,801.9,,,,,,1,,,,,,,,,,,,,
Group_03_147,Group_03,791.37,791.92,,,,,,,,,1,,,,,,,,,,
Group_03_148,Group_03,803.08,805.44,,,,,1,,,,,,,,,,,,,,
Group_03_149,Group_03,802.41,802.83,,,,,,,,,,,,,,,,1,,,
Group_03_150,Group_03,809.31,813.42,,,,,,,,,,,,,,1,,,,,
Group_03_151,Group_03,817.66,824.16,,,,,,,,,,,,,,,,1,,,
Group_03_152,Group_03,816.92,820.25,,,,,,,,,,,,,,,,1,1,,
Group_03_153,Group_03,828.33,830.31,,,,,,,,,,,,,,,,1,,,
Group_03_154,Group_03,831.78,840.21,,,,,,,,,1,,,,,,,,,,
Group_03_155,Group_03,831.78,839.66,,,,,,,,,,,,,,1,,,,,
Group_03_156,Group_03,840.24,844.83,,,,,,,,,,,,,,,,1,,,
Group_03_157,Group_03,846.08,849.39,,,,,,,,,1,,,,,,,,,,
Group_03_158,Group_03,849.9,854.52,,,,,,,,,1,,,,,,,,,,
Group_03_159,Group_03,852.42,853.84,,1,,,,,,,,,,,,,,,,,
Group_03_160,Group_03,858.03,861.99,,,,,,,,,,,,,,,,,1,,
Group_03_161,Group_03,862.2,864.63,,,,,,,1,,,,,,,,,,,,
Group_03_162,Group_03,882.9,886.74,,,,,1,,,,,,,,,,,1,,,
Group_03_163,Group_03,887.49,890.91,,,,,,,,,,,,,,1,,,,,
Group_03_164,Group_03,891.08,892.92,,,,,,,,,,,,,,,,1,,,
Group_03_165,Group_03,899.19,901.35,,,,,,,,,,,,,,,,,,,
Group_03_166,Group_03,914.7,915.42,,,,,,,,,1,,,,,,,,,,
Group_03_167,Group_03,915.91,919.11,,,,,,,,,1,,,,,,,,,,
Group_03_168,Group_03,921.63,923.91,,,,,,,,,1,,,,,,,,,,
Group_03_169,Group_03,927.15,930.33,,,,,1,,,,1,,,,,,,1,,,
Group_03_170,Group_03,934.02,939.54,,,,1,,,,,,,,,,,,,,,
Group_03_171,Group_03,936.58,938.08,,,,,1,,,1,,,,,,,,,,,
Group_03_172,Group_03,940.17,943.35,,,,,,,,,,,,,,,,1,,,
Group_03_173,Group_03,945.12,949.77,,,,,,,,,1,,,,,,,,,,
Group_03_174,Group_03,961.32,965.31,,1,,,,,,,,,,,,,,1,,,
Group_03_175,Group_03,965.79,971.49,,,,,,,,,1,,,,,,,,,,
Group_03_176,Group_03,969.41,970.33,,,,1,1,,,,,,,,,,,,,,
Group_03_177,Group_03,972.32,973.68,,,,,,,,,,,,,,,,,,,
Group_03_178,Group_03,971.7,971.92,,,,,,,,,,,,,,,,,,,
Group_03_179,Group_03,974.3,978.78,,,,,,,,,,,,,,,,1,,,
Group_03_180,Group_03,973.71,974.66,,,,,1,,,,,,,,,,,,,,
Group_03_181,Group_03,990.84,996.09,,,,1,,,,,,,,,,,,,,,
Group_03_182,Group_03,996.12,998.37,,,,,,,,,,,,,,,,,,,
Group_03_183,Group_03,999.06,1001.04,,,,,,,,,,,,,,,,,,,
Group_03_184,Group_03,1006.23,1008.33,,,,,,,,,,,,,,1,,,,,
Group_03_185,Group_03,1008.25,1010.25,,,,,,,,1,,,,,,,,,,,
Group_03_186,Group_03,1011.27,1013.88,,,,,,,,,1,,,,,,,,,,
Group_03_187,Group_03,1014.81,1020.42,,,,,1,,,,1,,,,,,,,,,
Group_03_188,Group_03,1017.16,1018.33,,,,,,,,,,,,,,,,,,,
Group_03_189,Group_03,1021.11,1023.93,,,,,,,,,,,,,,,,,,,
Group_03_190,Group_03,1024.62,1026.6,,,,,,,,,1,,,,,,,,,,
Group_03_191,Group_03,1029.83,1034.73,,,,,1,,,,,,,,,,,,,,
Group_03_192,Group_03,1026.75,1029.16,,,,,,,,,,,,,,,,1,,,
Group_03_193,Group_03,1038.24,1041.75,,,,,,,,,1,,,,,,,,,,
Group_03_194,Group_03,1042.05,1042.42,,,,,,,,1,,,,,,,,,,,
Group_03_195,Group_03,1042.16,1044.12,,,,,,,,1,,,,,,,,,,,
Group_03_196,Group_03,1046.28,1051.32,,,,,,,,,,,,,,,,,,,
Group_03_197,Group_03,1047.42,1050.42,,,,,1,,,,1,,,,,,,,,,
Group_03_198,Group_03,1052.28,1054.35,,,,,,,,,,,,,,,,,,,
Group_03_199,Group_03,1054.65,1064.31,,1,,,,1,,,,,,,,,,,,,
Group_03_200,Group_03,1054.83,1059.92,,,,,,,,,1,,,,,,,,,,
Group_03_201,Group_03,1064.4,1066.56,,,,1,,,,,,,,,,,,,,,
Group_03_202,Group_03,1071.57,1080.81,,,,,,,,,1,,,,,,,,,,
Group_03_203,Group_03,1076.25,1079.75,,,,,1,,,,,,,,,,,1,,,
Group_03_204,Group_03,1083.99,1086.33,,,,,,1,,,,,,,,,,,,,
Group_03_205,Group_03,1086.75,1089.72,,,,,,,,,,,,,,,,,,,
Group_03_206,Group_03,1090.32,1095.54,1,,,,,,,,,,,,,1,,,,,
Group_03_207,Group_03,1095.84,1098.9,,1,,,,,,,,,,,,,,,,,
Group_03_208,Group_03,1099.74,1102.17,,,,,,,1,,,,,,,,,,,,
Group_03_209,Group_03,1102.44,1105.44,,,,,,,,,,,,,,,,,,,
Group_03_210,Group_03,1110.48,1113.69,,,,1,,,,,,,,,,,,,,,
Group_03_211,Group_03,1113.78,1117.35,,,,,,,,1,,,,,,,,,,,
Group_03_212,Group_03,1133.08,1135.47,,,,,1,,,1,,,,,,,,,,,
Group_03_213,Group_03,1136.01,1140.99,,1,,,,,,,,,,,,,,,,,
Group_03_214,Group_03,1144.16,1145.64,,,1,,,,,,,,,,,,,,,,
Group_03_215,Group_03,1142.61,1143.83,,,,1,,,,,,,,,,,,,,,
Group_03_216,Group_03,1146,1161.36,,,,,,,1,,,,,,,1,,,,,
Group_03_217,Group_03,1155.66,1158.34,,,,,,,,,,,,,1,,,,,,
Group_03_218,Group_03,1173.27,1175.64,1,,,,,,,,,,,,,,,,,,
Group_03_219,Group_03,1175.85,1185.58,,1,,,,1,,,,,,,,,,,,,
Group_03_220,Group_03,1175.85,1188.87,,,,1,1,,,,,,,,,,,,,,
Group_03_221,Group_03,1191.3,1198.41,,,,,,,,,1,,,,,1,,,,,
Group_03_222,Group_03,1191.3,1198.41,,,,,,,,,1,,,,,1,,,,,
Group_03_223,Group_03,1198.5,1201.29,,,,,,,,,,,,,,,,,,,
Group_03_224,Group_03,1201.44,1206.6,,,,,,,,,,,,,,,,,,,
Group_03_225,Group_03,1206.99,1210.83,,,,,,,,,,,,,,,,,,,
Group_03_226,Group_03,1211.83,1215.83,1,,,,,,,,,,,,,,,,,,
Group_03_227,Group_03,1218.33,1220.31,1,,,,,,,,,,,,,,,,,,
Group_03_228,Group_03,1224.81,1223.58,,1,,1,,,,,,,,,,,,,,,
Group_03_229,Group_03,1227.5,1236,,,,,1,,,1,,,,,,,,,,,
Group_03_230,Group_03,1237.44,1244.92,,1,,,,,,,,,,,,,,,,,
Group_03_231,Group_03,1240.92,1247.04,,,,,1,,,,,,,,,,,,,,
Group_03_232,Group_03,1247.22,1247.91,,,,,,,,1,,,,,,,,,,,
Group_03_233,Group_03,1248.75,1250.88,,,,,,,,,,,,,,,,,,,
Group_03_234,Group_03,1251.12,1254.33,,,,,,,,,,,,,,,,,,,
Group_03_235,Group_03,1254.51,1268.76,,1,,,,,,,,,,,,,,,,,
Group_03_236,Group_03,1262.75,1266.66,,,,1,,,,,,,,,,,,,,,
Group_03_237,Group_03,1268.82,1271.1,,,,,,,,,,,,,,,,,,,
Group_03_238,Group_03,1272.27,1275.92,,,,,,,,,,,,,,,,1,,,
Group_03_239,Group_03,1276.5,1282.02,,,,,,,,,1,,,,,,,,,,
Group_03_240,Group_03,1282.86,1288.58,,1,,1,,,,,,,,,,,,,,,
Group_03_241,Group_03,1288.41,1291.65,,,,1,,,,,,,,,,,,,,,
Group_03_242,Group_03,1293.03,1298.01,,,,,,,,,1,,,,,,,,,,
Group_03_243,Group_03,1298.55,1308.63,,,,,,,,,1,,,,,,,,,,
Group_03_244,Group_03,1309.08,1312.83,,,,,,,,,1,,,,,,,,,,
Group_03_245,Group_03,1312.83,1314.06,,,,,,,,,1,,,,,,,,,,
Group_03_246,Group_03,1314.21,1318.58,,,,,,,,,1,,,,,,,,,,
Group_03_247,Group_03,1315.92,1322.07,,,,,1,,,,1,,,,,,,,,,
Group_03_248,Group_03,1322.73,1325.94,,,,,,,,,1,,,,,,,,,,
Group_03_249,Group_03,1326.75,1330.42,,,,,,,,,1,,,,,,,,,,
Group_03_250,Group_03,1329.15,1334.28,,,,,1,,,,1,,,,,,,,,,
Group_03_251,Group_03,1335.92,1340.33,,,,,,,,,1,,,,,,,,,,
Group_03_252,Group_03,1334.55,1341.96,,,,,,,,,1,,,,,,,,,,
Group_03_253,Group_03,1343.08,1348.38,,,,,1,,,,1,,,,,,,,,,
Group_03_254,Group_03,1342.17,1346.66,,,,,,,,,,,,,,,,,,,
Group_03_255,Group_03,1350.501,1353.42,,,,1,,,,,,,,,,,,,,,
Group_03_256,Group_03,1348.5,1350.58,,,,,,,,,1,,,,,,,,,,
Group_03_257,Group_03,1358.22,1363.05,1,,,,,,,,,,,,,,,,,,
Group_03_258,Group_03,1363.11,1374.9,,1,,,,1,,,,,,,,,,,,,
Group_03_259,Group_03,1375.02,1377.81,,,,,,1,,,,,,,,,,,,,
Group_03_260,Group_03,1377.93,1380.87,,,,,,1,,,,,,,,,,,,,
Group_03_261,Group_03,1381.35,1388.85,,,,,1,1,,,,,,,,,,,,,
Group_03_262,Group_03,1381.33,1384.25,,,,1,,,,,,,,,,,,,,,
Group_03_263,Group_03,1388.94,1390.92,,,,,,,,,,,,,,,,,,,
Group_03_264,Group_03,1392.09,1397.94,,,,,,1,,,,,,,,,,,,,
